event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
ongoing_pregnancy,ICD9CM,658.9,,C0405037,Amniotic cavity and membrane problem,,,,,658.9
ongoing_pregnancy,ICD9CM,646.4,,C0405072,Peripheral neuritis in pregnancy,,,,,646.4
ongoing_pregnancy,ICD9CM,643.1,,C0405080,Hyperemesis gravidarum with metabolic disturbance,,,,,643.1
ongoing_pregnancy,ICD9CM,V73.3,,C0419585,Encounter due to rubella screening,,,,,V73.3
ongoing_pregnancy,ICD9CM,V22.2,,C0451636,"Pregnant state, incidental",,,,,V22.2
ongoing_pregnancy,ICD9CM,669,,C0473485,Maternal distress,,,,,669
ongoing_pregnancy,ICD9CM,671.83,,C0477814,Other venous complications in pregnancy,,,,,671.83
ongoing_pregnancy,ICD9CM,V23.49,,C0481651,Pregnancy with other poor obstetric history,,,,,V23.49
ongoing_pregnancy,ICD9CM,655.7,,C0490008,"Decreased fetal movements, affecting management of mother",,,,,655.7
ongoing_pregnancy,ICD9CM,796.5,,C0490012,Abnormal finding on antenatal screening,,,,,796.5
ongoing_pregnancy,ICD9CM,V28.6,,C0490021,Antenatal screening for Streptococcus B,,,,,V28.6
ongoing_pregnancy,ICD9CM,671.93,,C0495184,"Venous complication of pregnancy, unspecified",,,,,671.93
ongoing_pregnancy,ICD9CM,V28.1,,C0496648,Antenatal screening for raised alphafetoprotein level,,,,,V28.1
ongoing_pregnancy,ICD9CM,790.2,,C0580546,Blood glucose abnormal,,,,,790.2
ongoing_pregnancy,ICD9CM,655.7,,C0695214,"Decreased fetal movements, affecting management of mother, unspecified as to episode of care",,,,,655.7
ongoing_pregnancy,ICD9CM,V23.7,,C0695231,Supervision of high-risk pregnancy with insufficient prenatal care,,,,,V23.7
ongoing_pregnancy,ICD9CM,V23.82,,C0695244,Encounter due to elderly multigravida,,,,,V23.82
ongoing_pregnancy,ICD9CM,659.7,,C0695245,Abnormality in fetal heart rate or rhythm,,,,,659.7
ongoing_pregnancy,ICD9CM,659.7,,C0695246,"Abnormality in fetal heart rate or rhythm, unspecified as to episode of care or not applicable",,,,,659.7
ongoing_pregnancy,ICD9CM,V23.83,,C0695260,Supervision of high-risk pregnancy with young primigravida,,,,,V23.83
ongoing_pregnancy,ICD9CM,V23.84,,C0695261,Supervision of high-risk pregnancy with young multigravida,,,,,V23.84
ongoing_pregnancy,ICD9CM,V61.5,,C0700322,Encounter due to multiparity,,,,,V61.5
ongoing_pregnancy,ICD9CM,V22,,C0700573,Encounter due to normal pregnancy,,,,,V22
ongoing_pregnancy,ICD9CM,659.6,,C0700615,Elderly multigravida,,,,,659.6
ongoing_pregnancy,ICD9CM,765.21,,C0730521,Gestation less than 24 weeks,,,,,765.21
ongoing_pregnancy,ICD9CM,765.22,,C0730522,"Gestation period, 24 weeks",,,,,765.22
ongoing_pregnancy,ICD9CM,V23.81,,C0740177,Encounter due to elderly primigravida,,,,,V23.81
ongoing_pregnancy,ICD9CM,675.13,,C0741646,"Abscess of breast, antepartum",,,,,675.13
ongoing_pregnancy,ICD9CM,647.13,,C0747817,"Gonorrhea, antepartum",,,,,647.13
ongoing_pregnancy,ICD9CM,"6,47E+16",,C0747820,"Malaria, antepartum",,,,,64.742.999.999.999.900
ongoing_pregnancy,ICD9CM,647.03,,C0747833,"Syphilis, antepartum",,,,,647.03
ongoing_pregnancy,ICD9CM,648.13,,C0747834,Thyroid dysfunction in pregnancy,,,,,648.13
ongoing_pregnancy,ICD9CM,646.13,,C0815336,"Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication",,,,,646.13
ongoing_pregnancy,ICD9CM,654.4,,C0859820,Other abnormalities in shape or position of gravid uterus and of neighbouring structures,,,,,654.4
ongoing_pregnancy,ICD9CM,646,,C0869265,"Other complications of pregnancy, NEC in ICD9CM",,,,,646
ongoing_pregnancy,ICD9CM,655.8,,C0869483,"Other known or suspected fetal abnormality, NEC, affecting management of mother in ICD9CM",,,,,655.8
ongoing_pregnancy,ICD9CM,675.23,,C1112795,"Non-purulent mastitis, antepartum",,,,,675.23
ongoing_pregnancy,ICD9CM,765.23,,C1135242,25-26 completed weeks of gestation,,,,,765.23
ongoing_pregnancy,ICD9CM,765.24,,C1135243,27-28 completed weeks of gestation,,,,,765.24
ongoing_pregnancy,ICD9CM,765.25,,C1135244,29-30 completed weeks of gestation,,,,,765.25
ongoing_pregnancy,ICD9CM,765.26,,C1135245,31-32 completed weeks of gestation,,,,,765.26
ongoing_pregnancy,ICD9CM,765.27,,C1135246,33-34 completed weeks of gestation,,,,,765.27
ongoing_pregnancy,ICD9CM,765.28,,C1135247,35-36 completed weeks of gestation,,,,,765.28
ongoing_pregnancy,ICD9CM,765.29,,C1135248,37 or more completed weeks of gestation,,,,,765.29
ongoing_pregnancy,ICD9CM,V61.6,,C1313860,Encounter due to Illegitimate pregnancy,,,,,V61.6
ongoing_pregnancy,ICD9CM,764,,C1313876,Light-for-dates without fetal malnutrition,,,,,764
ongoing_pregnancy,ICD9CM,764.2,,C1510504,Fetal malnutrition without mention of light-for-dates,,,,,764.2
ongoing_pregnancy,ICD9CM,"6,49E+16",,C1719585,"Coagulation defects complicating pregnancy, childbirth, or the puerperium",,,,,64.929.999.999.999.900
ongoing_pregnancy,ICD9CM,649.5,,C1719592,"Spotting complicating pregnancy, unspecified as to episode of care or not applicable",,,,,649.5
ongoing_pregnancy,ICD9CM,649.51,,C1719593,"Spotting complicating pregnancy, delivered, with or without mention of antepartum condition",,,,,649.51
ongoing_pregnancy,ICD9CM,649.5,,C1719595,"Spotting complicating pregnancy, unspecified trimester",,,,,649.5
ongoing_pregnancy,ICD9CM,649.6,,C1719596,"Uterine size date discrepancy, unspecified as to episode of care or not applicable",,,,,649.6
ongoing_pregnancy,ICD9CM,649.61,,C1719597,"Uterine size date discrepancy, delivered, with or without mention of antepartum condition",,,,,649.61
ongoing_pregnancy,ICD9CM,649.63,,C1719599,"Uterine size date discrepancy, antepartum condition or complication",,,,,649.63
ongoing_pregnancy,ICD9CM,649.6,,C1719601,Uterine size for dates discrepancy,,,,,649.6
ongoing_pregnancy,ICD9CM,657,,C1812620,"Polyhydramnios, unspecified as to episode of care or not applicable",,,,,657
ongoing_pregnancy,ICD9CM,V28.0,,C1962919,Encounter for screening for chromosomal anomalies by amniocentesis in ICD9CM,,,,,V28.0
ongoing_pregnancy,ICD9CM,"6,50E+16",,C2349584,"Cervical shortening, unspecified as to episode of care or not applicable",,,,,64.970.000.000.000.000
ongoing_pregnancy,ICD9CM,649.71,,C2349585,"Cervical shortening, delivered, with or without mention of antepartum condition",,,,,649.71
ongoing_pregnancy,ICD9CM,649.73,,C2349586,"Cervical shortening, antepartum condition or complication",,,,,649.73
ongoing_pregnancy,ICD9CM,"6,50E+16",,C2349587,Cervical shortening,,,,,64.970.000.000.000.000
ongoing_pregnancy,ICD9CM,656,,C2349589,Other known or suspected fetal and placental problems affecting management of mother,,,,,656
ongoing_pregnancy,ICD9CM,678,,C2349591,"Fetal hematologic conditions, unspecified as to episode of care or not applicable",,,,,678
ongoing_pregnancy,ICD9CM,678,,C2349594,Fetal hematologic conditions,,,,,678
ongoing_pregnancy,ICD9CM,678,,C2349601,Other fetal conditions,,,,,678
ongoing_pregnancy,ICD9CM,679.1,,C2349608,"Fetal complications from in utero procedure, unspecified as to episode of care or not applicable",,,,,679.1
ongoing_pregnancy,ICD9CM,679.11,,C2349609,"Fetal complications from in utero procedure, delivered, with or without mention of antepartum condition",,,,,679.11
ongoing_pregnancy,ICD9CM,679.13,,C2349611,"Fetal complications from in utero procedure, antepartum condition or complication",,,,,679.13
ongoing_pregnancy,ICD9CM,679.1,,C2349613,Fetal complications from in utero procedure,,,,,679.1
ongoing_pregnancy,ICD9CM,679,,C2349615,Complications of in utero procedures,,,,,679
ongoing_pregnancy,ICD9CM,V28.3,,C2349862,Encounter for routine screening for malformation using ultrasonics,,,,,V28.3
ongoing_pregnancy,ICD9CM,V28.81,,C2349864,Encounter for fetal anatomic survey,,,,,V28.81
ongoing_pregnancy,ICD9CM,V28.82,,C2349865,Encounter for screening for risk of pre-term labor,,,,,V28.82
ongoing_pregnancy,ICD9CM,V89.04,,C2349931,Encounter due to suspected problem with fetal growth not found,,,,,V89.04
ongoing_pregnancy,ICD9CM,V89.05,,C2349932,Encounter due to suspected cervical shortening not found,,,,,V89.05
ongoing_pregnancy,ICD9CM,V89.09,,C2349933,Other suspected maternal and fetal condition not found,,,,,V89.09
ongoing_pregnancy,ICD9CM,790.22,,C2830475,Impaired glucose tolerance (oral),,,,,790.22
ongoing_pregnancy,ICD9CM,V91.00,,C2921346,"Twin gestation, unspecified number of placenta, unspecified number of amniotic sacs",,,,,V91.00
ongoing_pregnancy,ICD9CM,V91.10,,C2921352,"Triplet gestation, unspecified number of placenta and unspecified number of amniotic sacs",,,,,V91.10
ongoing_pregnancy,ICD9CM,V91.11,,C2921353,"Triplet gestation, with two or more monochorionic fetuses",,,,,V91.11
ongoing_pregnancy,ICD9CM,V91.12,,C2921354,"Triplet gestation, with two or more monoamniotic fetuses",,,,,V91.12
ongoing_pregnancy,ICD9CM,V91.19,,C2921355,"Triplet gestation, unable to determine number of placenta and number of amniotic sacs",,,,,V91.19
ongoing_pregnancy,ICD9CM,V91.20,,C2921357,"Quadruplet gestation, unspecified number of placenta and unspecified number of amniotic sacs",,,,,V91.20
ongoing_pregnancy,ICD9CM,V91.21,,C2921358,"Quadruplet gestation, with two or more monochorionic fetuses",,,,,V91.21
ongoing_pregnancy,ICD9CM,V91.22,,C2921359,"Quadruplet gestation, with two or more monoamniotic fetuses",,,,,V91.22
ongoing_pregnancy,ICD9CM,V91.29,,C2921360,"Quadruplet gestation, unable to determine number of placenta and number of amniotic sacs",,,,,V91.29
ongoing_pregnancy,ICD9CM,V91.90,,C2921363,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs",,,,,V91.90
ongoing_pregnancy,ICD9CM,V91.91,,C2921364,"Other specified multiple gestation, with two or more monochorionic fetuses",,,,,V91.91
ongoing_pregnancy,ICD9CM,V91.92,,C2921365,"Other specified multiple gestation, with two or more monoamniotic fetuses",,,,,V91.92
ongoing_pregnancy,ICD9CM,V91.99,,C2921366,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs",,,,,V91.99
ongoing_pregnancy,ICD9CM,631,,C3161120,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy,,,,,631
ongoing_pregnancy,ICD9CM,V23.42,,C3161149,Pregnancy with history of ectopic pregnancy,,,,,V23.42
ongoing_pregnancy,ICD9CM,"6,47E+16",,C3161439,Liver and biliary tract disorders in pregnancy,,,,,64.670.000.000.000.000
ongoing_pregnancy,ICD9CM,V23.9,,C3714588,Supervision of unspecified high-risk pregnancy,,,,,V23.9
ongoing_pregnancy,ICD9CM,656.50,,"","Poor fetal growth, affecting management of mother, unspecified as to episode of care or not applicable",,,,,""
ongoing_pregnancy,ICD9CM,656.51,,"","Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,""
ongoing_pregnancy,ICD9CM,656.53,,"","Poor fetal growth, affecting management of mother, antepartum condition or complication",,,,,""
ongoing_pregnancy,ICD9CM,658.0,,"",Oligohydramnios,,,,,""
ongoing_pregnancy,ICD9CM,764,,"",Slow fetal growth and fetal malnutrition,,,,,""
ongoing_pregnancy,ICD9CM,764.9,,"","Fetal growth retardation, unspecified",,,,,""
ongoing_pregnancy,ICD9CM,764.90,,"","Fetal growth retardation, unspecified, unspecified [weight]",,,,,""
ongoing_pregnancy,ICPC2P,W82003,,C0000821,Threatened abortion,,,,,"W82003,W82006"
ongoing_pregnancy,ICPC2P,W82006,,C0000821,Threatened abortion,,,,,"W82003,W82006"
ongoing_pregnancy,ICPC2P,W84010,,C0007871,Uterine Cervical Incompetence,,,,,"W84010,X85009"
ongoing_pregnancy,ICPC2P,X85009,,C0007871,Uterine Cervical Incompetence,,,,,"W84010,X85009"
ongoing_pregnancy,ICPC2P,A94007,,C0014761,"Erythroblastosis, Fetal",,,,,A94007
ongoing_pregnancy,ICPC2P,W84015,,C0015934,Fetal Growth Retardation,,,,,W84015
ongoing_pregnancy,ICPC2P,W84016,,C0020224,Polyhydramnios,,,,,W84016
ongoing_pregnancy,ICPC2P,W05004,,C0020450,Hyperemesis Gravidarum,,,,,W05004
ongoing_pregnancy,ICPC2P,W84002,,C0032989,Multiple Pregnancy,,,,,W84002
ongoing_pregnancy,ICPC2P,W84003,,C0032993,"Pregnancy, Prolonged",,,,,W84003
ongoing_pregnancy,ICPC2P,W84007,,C0152150,"Pregnancy, Twin",,,,,W84007
ongoing_pregnancy,ICPC2P,W84017,,C0157187,Elderly primigravida,,,,,W84017
ongoing_pregnancy,ICPC2P,W05003,,C0269661,Vomiting of pregnancy,,,,,W05003
ongoing_pregnancy,ICPC2P,W84020,,C0271930,Anemia of pregnancy,,,,,W84020
ongoing_pregnancy,ICPC2P,Z04001,,C1313860,Encounter due to Illegitimate pregnancy,,,,,Z04001
ongoing_pregnancy,RCD,L100z,,C0000821,Threatened abortion,,,,,"L100.,L100z,L1000"
ongoing_pregnancy,RCD,L100.,,C0000821,Threatened abortion,,,,,"L100.,L100z,L1000"
ongoing_pregnancy,RCD,L1000,,C0000821,Threatened abortion,,,,,"L100.,L100z,L1000"
ongoing_pregnancy,RCD,L284z,,C0002631,Infection of amniotic cavity,,,,,"L2840,L284z,XaDdf"
ongoing_pregnancy,RCD,XaDdf,,C0002631,Infection of amniotic cavity,,,,,"L2840,L284z,XaDdf"
ongoing_pregnancy,RCD,L2840,,C0002631,Infection of amniotic cavity,,,,,"L2840,L284z,XaDdf"
ongoing_pregnancy,RCD,L2450,,C0007871,Uterine Cervical Incompetence,,,,,"K555.,L245z,L2450"
ongoing_pregnancy,RCD,L245z,,C0007871,Uterine Cervical Incompetence,,,,,"K555.,L245z,L2450"
ongoing_pregnancy,RCD,K555.,,C0007871,Uterine Cervical Incompetence,,,,,"K555.,L245z,L2450"
ongoing_pregnancy,RCD,Q42z.,,C0014761,"Erythroblastosis, Fetal",,,,,"Xa08x,Q422.,Q42z."
ongoing_pregnancy,RCD,Xa08x,,C0014761,"Erythroblastosis, Fetal",,,,,"Xa08x,Q422.,Q42z."
ongoing_pregnancy,RCD,Q422.,,C0014761,"Erythroblastosis, Fetal",,,,,"Xa08x,Q422.,Q42z."
ongoing_pregnancy,RCD,X70Er,,C0015934,Fetal Growth Retardation,,,,,"XE1eV,X70Er"
ongoing_pregnancy,RCD,XE1eV,,C0015934,Fetal Growth Retardation,,,,,"XE1eV,X70Er"
ongoing_pregnancy,RCD,L270.,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,XE0wt"
ongoing_pregnancy,RCD,L270z,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,XE0wt"
ongoing_pregnancy,RCD,XE0wt,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,XE0wt"
ongoing_pregnancy,RCD,L2700,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,XE0wt"
ongoing_pregnancy,RCD,L13..,,C0020450,Hyperemesis Gravidarum,,,,,L13..
ongoing_pregnancy,RCD,L13..,,C0020450,Hyperemesis Gravidarum,,,,,L13..
ongoing_pregnancy,RCD,L130z,,C0020451,Mild hyperemesis gravidarum,,,,,"XE2QP,L130z"
ongoing_pregnancy,RCD,XE2QP,,C0020451,Mild hyperemesis gravidarum,,,,,"XE2QP,L130z"
ongoing_pregnancy,RCD,ZV619,,C0029865,Other unwanted pregnancy,,,,,"ZV619,"
ongoing_pregnancy,RCD,L21z0,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD,L21z.,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD,L21..,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD,L21..,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD,L21z0,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD,L21z.,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD,L15z.,,C0032993,"Pregnancy, Prolonged",,,,,"L15..,L150z,L15z.,L1500"
ongoing_pregnancy,RCD,L150z,,C0032993,"Pregnancy, Prolonged",,,,,"L15..,L150z,L15z.,L1500"
ongoing_pregnancy,RCD,L1500,,C0032993,"Pregnancy, Prolonged",,,,,"L15..,L150z,L15z.,L1500"
ongoing_pregnancy,RCD,L15..,,C0032993,"Pregnancy, Prolonged",,,,,"L15..,L150z,L15z.,L1500"
ongoing_pregnancy,RCD,ZV224,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD,ZVu23,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD,ZVu23,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD,ZV221,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD,ZV224,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD,ZV221,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD,L2800,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD,L280z,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD,L280.,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD,L2800,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD,L280.,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD,L280z,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD,L2100,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD,L210.,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD,L210z,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD,L210z,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD,L210.,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD,L2100,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD,L2110,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD,L211z,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD,L211z,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD,L211.,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD,L2110,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD,L211.,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD,L212.,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD,L212z,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD,L2120,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD,L212z,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD,L212.,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD,L2120,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD,L01..,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD,L01..,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD,L01z.,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD,L01z.,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD,L08w.,,C0156591,Failed attempted abortion with other specified complication,,,,,L08w.
ongoing_pregnancy,RCD,L08w.,,C0156591,Failed attempted abortion with other specified complication,,,,,L08w.
ongoing_pregnancy,RCD,L08x.,,C0156592,Failed attempted termination of pregnancy with complication,,,,,L08x.
ongoing_pregnancy,RCD,L08x.,,C0156592,Failed attempted termination of pregnancy with complication,,,,,L08x.
ongoing_pregnancy,RCD,L1001,,C0156606,Threatened abortion - delivered,,,,,L1001
ongoing_pregnancy,RCD,L1001,,C0156606,Threatened abortion - delivered,,,,,L1001
ongoing_pregnancy,RCD,L110z,,C0156617,Placenta previa without hemorrhage,,,,,"L1100,L110.,L110z"
ongoing_pregnancy,RCD,L1100,,C0156617,Placenta previa without hemorrhage,,,,,"L1100,L110.,L110z"
ongoing_pregnancy,RCD,L110.,,C0156617,Placenta previa without hemorrhage,,,,,"L1100,L110.,L110z"
ongoing_pregnancy,RCD,L1320,,C0156699,Late vomiting of pregnancy,,,,,"L132.,L1320,L132z"
ongoing_pregnancy,RCD,L132.,,C0156699,Late vomiting of pregnancy,,,,,"L132.,L1320,L132z"
ongoing_pregnancy,RCD,L132z,,C0156699,Late vomiting of pregnancy,,,,,"L132.,L1320,L132z"
ongoing_pregnancy,RCD,L1321,,C0156701,Late pregnancy vomiting - delivered,,,,,L1321
ongoing_pregnancy,RCD,L1321,,C0156701,Late pregnancy vomiting - delivered,,,,,L1321
ongoing_pregnancy,RCD,Lyu21,,C0156703,Other vomiting complicating pregnancy,,,,,Lyu21
ongoing_pregnancy,RCD,Lyu21,,C0156703,Other vomiting complicating pregnancy,,,,,Lyu21
ongoing_pregnancy,RCD,L13z1,,C0156709,Unspecified pregnancy vomiting - delivered,,,,,L13z1
ongoing_pregnancy,RCD,L13z1,,C0156709,Unspecified pregnancy vomiting - delivered,,,,,L13z1
ongoing_pregnancy,RCD,XE0vt,,C0156711,Early or threatened labour NOS,,,,,"XE0vt,L14z."
ongoing_pregnancy,RCD,L14z.,,C0156711,Early or threatened labour NOS,,,,,"XE0vt,L14z."
ongoing_pregnancy,RCD,L160z,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD,L160z,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD,L1600,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD,L1600,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD,L160.,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD,L160.,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD,XE0vu,,C0156728,Oedema or excessive weight gain in pregnancy without mention of hypertension,,,,,XE0vu
ongoing_pregnancy,RCD,L162z,,C0156738,Unspecified renal disease in pregnancy NOS,,,,,"XE0vv,L1620,L162z"
ongoing_pregnancy,RCD,L1620,,C0156738,Unspecified renal disease in pregnancy NOS,,,,,"XE0vv,L1620,L162z"
ongoing_pregnancy,RCD,XE0vv,,C0156738,Unspecified renal disease in pregnancy NOS,,,,,"XE0vv,L1620,L162z"
ongoing_pregnancy,RCD,L165.,,C0156750,Asymptomatic bacteriuria in pregnancy,,,,,"L1650,L165z,L165."
ongoing_pregnancy,RCD,L165z,,C0156750,Asymptomatic bacteriuria in pregnancy,,,,,"L1650,L165z,L165."
ongoing_pregnancy,RCD,L1650,,C0156750,Asymptomatic bacteriuria in pregnancy,,,,,"L1650,L165z,L165."
ongoing_pregnancy,RCD,L1660,,C0156756,Genitourinary tract infection in pregnancy,,,,,"XE0vw,L1660,XE0vx"
ongoing_pregnancy,RCD,XE0vw,,C0156756,Genitourinary tract infection in pregnancy,,,,,"XE0vw,L1660,XE0vx"
ongoing_pregnancy,RCD,XE0vx,,C0156756,Genitourinary tract infection in pregnancy,,,,,"XE0vw,L1660,XE0vx"
ongoing_pregnancy,RCD,L1670,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD,L1670,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD,L167z,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD,L167z,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD,L167.,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD,L167.,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD,XM0tI,,C0156809,Rubella in pregnancy,,,,,XM0tI
ongoing_pregnancy,RCD,X40AW,,C0156852,Pregnancy and drug dependence,,,,,X40AW
ongoing_pregnancy,RCD,L2101,,C0156893,Twin pregnancy - delivered,,,,,L2101
ongoing_pregnancy,RCD,L2101,,C0156893,Twin pregnancy - delivered,,,,,L2101
ongoing_pregnancy,RCD,L2111,,C0156896,Triplet pregnancy - delivered,,,,,L2111
ongoing_pregnancy,RCD,L2111,,C0156896,Triplet pregnancy - delivered,,,,,L2111
ongoing_pregnancy,RCD,L2121,,C0156899,Quadruplet pregnancy - delivered,,,,,L2121
ongoing_pregnancy,RCD,L2121,,C0156899,Quadruplet pregnancy - delivered,,,,,L2121
ongoing_pregnancy,RCD,L235z,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD,L2350,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD,L235.,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD,L235z,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD,L235.,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD,L2350,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD,L2451,,C0157035,Cervical incompetence - delivered,,,,,L2451
ongoing_pregnancy,RCD,L2451,,C0157035,Cervical incompetence - delivered,,,,,L2451
ongoing_pregnancy,RCD,L2841,,C0157157,Amniotic cavity infection - delivered,,,,,L2841
ongoing_pregnancy,RCD,L2841,,C0157157,Amniotic cavity infection - delivered,,,,,L2841
ongoing_pregnancy,RCD,L2950,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD,L2950,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD,L295.,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD,L295z,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD,L295z,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD,L295.,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD,XaBMC,,C0157498,Varicose veins of legs in pregnancy,,,,,XaBMC
